CMDLINE python3 Phase1-InitialTrain.py
MEM 151.488281 1595425479.9645
MEM 151.488281 1595425480.0651
MEM 151.488281 1595425480.1662
MEM 151.488281 1595425480.2667
MEM 151.488281 1595425480.3669
MEM 151.488281 1595425480.4676
MEM 151.488281 1595425480.5682
MEM 151.488281 1595425480.6693
MEM 151.488281 1595425480.7699
MEM 156.320312 1595425480.8703
MEM 156.320312 1595425480.9707
MEM 156.320312 1595425481.0712
MEM 156.320312 1595425481.1718
MEM 156.320312 1595425481.2729
MEM 156.320312 1595425481.3736
MEM 156.320312 1595425481.4742
MEM 156.320312 1595425481.5746
MEM 156.320312 1595425481.6749
MEM 156.320312 1595425481.7760
MEM 156.320312 1595425481.8766
MEM 156.320312 1595425481.9774
MEM 161.152344 1595425482.0778
MEM 161.152344 1595425482.1784
MEM 161.152344 1595425482.2791
MEM 161.152344 1595425482.3797
MEM 161.152344 1595425482.4801
MEM 161.152344 1595425482.5805
MEM 161.152344 1595425482.6810
MEM 161.152344 1595425482.7821
MEM 161.152344 1595425482.8824
MEM 161.152344 1595425482.9829
MEM 161.152344 1595425483.0839
MEM 161.152344 1595425483.1846
MEM 165.917969 1595425483.2852
MEM 165.917969 1595425483.3858
MEM 165.917969 1595425483.4861
MEM 165.917969 1595425483.5865
MEM 165.917969 1595425483.6872
MEM 165.917969 1595425483.7896
MEM 165.917969 1595425483.8903
MEM 165.917969 1595425483.9909
MEM 165.917969 1595425484.0916
MEM 165.917969 1595425484.1922
MEM 165.917969 1595425484.2928
MEM 165.917969 1595425484.3939
MEM 170.750000 1595425484.4942
MEM 170.750000 1595425484.5946
MEM 170.750000 1595425484.6952
MEM 170.750000 1595425484.7959
MEM 170.750000 1595425484.8965
MEM 170.750000 1595425484.9975
MEM 170.750000 1595425485.0982
MEM 170.750000 1595425485.1987
MEM 170.750000 1595425485.2989
MEM 170.750000 1595425485.3995
MEM 170.750000 1595425485.5001
MEM 170.750000 1595425485.6007
MEM 175.515625 1595425485.7019
MEM 175.515625 1595425485.8022
MEM 175.515625 1595425485.9026
MEM 175.515625 1595425486.0032
MEM 175.515625 1595425486.1038
MEM 175.515625 1595425486.2044
MEM 175.515625 1595425486.3051
MEM 175.515625 1595425486.4062
MEM 175.515625 1595425486.5065
MEM 175.515625 1595425486.6069
MEM 175.515625 1595425486.7075
MEM 175.515625 1595425486.8081
MEM 180.605469 1595425486.9087
MEM 180.605469 1595425487.0098
MEM 180.605469 1595425487.1101
MEM 180.605469 1595425487.2105
MEM 180.605469 1595425487.3111
MEM 180.605469 1595425487.4117
MEM 180.605469 1595425487.5124
MEM 180.605469 1595425487.6135
MEM 180.605469 1595425487.7141
MEM 180.605469 1595425487.8145
MEM 185.371094 1595425487.9148
MEM 185.371094 1595425488.0154
MEM 185.371094 1595425488.1160
MEM 185.371094 1595425488.2171
MEM 185.371094 1595425488.3177
MEM 185.371094 1595425488.4180
MEM 185.371094 1595425488.5185
MEM 185.371094 1595425488.6191
MEM 185.371094 1595425488.7197
MEM 185.371094 1595425488.8203
MEM 185.371094 1595425488.9229
MEM 185.371094 1595425489.0235
MEM 185.371094 1595425489.1241
MEM 190.136719 1595425489.2252
MEM 190.136719 1595425489.3259
MEM 190.136719 1595425489.4262
MEM 190.136719 1595425489.5265
MEM 190.136719 1595425489.6271
MEM 190.136719 1595425489.7278
MEM 190.136719 1595425489.8284
MEM 190.136719 1595425489.9290
MEM 190.136719 1595425490.0294
MEM 190.136719 1595425490.1302
MEM 194.968750 1595425490.2313
MEM 194.968750 1595425490.3320
MEM 194.968750 1595425490.4325
MEM 194.968750 1595425490.5332
MEM 194.968750 1595425490.6338
MEM 194.968750 1595425490.7340
MEM 194.968750 1595425490.8345
MEM 194.968750 1595425490.9352
MEM 194.968750 1595425491.0358
MEM 194.968750 1595425491.1364
MEM 194.968750 1595425491.2374
MEM 194.968750 1595425491.3381
MEM 199.734375 1595425491.4385
MEM 199.734375 1595425491.5388
MEM 199.734375 1595425491.6399
MEM 199.734375 1595425491.7405
MEM 199.734375 1595425491.8408
MEM 199.734375 1595425491.9413
MEM 199.734375 1595425492.0424
MEM 199.734375 1595425492.1429
MEM 199.734375 1595425492.2435
MEM 199.734375 1595425492.3442
MEM 199.734375 1595425492.4448
MEM 202.246094 1595425492.5460
MEM 204.566406 1595425492.6465
MEM 204.566406 1595425492.7471
MEM 204.566406 1595425492.8477
MEM 204.566406 1595425492.9483
MEM 204.566406 1595425493.0495
MEM 204.566406 1595425493.1501
MEM 204.566406 1595425493.2505
MEM 204.566406 1595425493.3508
MEM 204.566406 1595425493.4514
MEM 204.566406 1595425493.5521
MEM 209.140625 1595425493.6531
MEM 209.140625 1595425493.7537
MEM 209.140625 1595425493.8544
MEM 209.140625 1595425493.9549
MEM 209.140625 1595425494.0570
MEM 209.140625 1595425494.1582
MEM 209.140625 1595425494.2586
MEM 209.140625 1595425494.3589
MEM 209.140625 1595425494.4600
MEM 209.140625 1595425494.5606
MEM 209.140625 1595425494.6609
MEM 209.140625 1595425494.7618
MEM 213.906250 1595425494.8623
MEM 213.906250 1595425494.9628
MEM 213.906250 1595425495.0633
MEM 213.906250 1595425495.1638
MEM 213.906250 1595425495.2644
MEM 213.906250 1595425495.3655
MEM 213.906250 1595425495.4661
MEM 213.906250 1595425495.5665
MEM 213.906250 1595425495.6668
MEM 213.906250 1595425495.7675
MEM 213.906250 1595425495.8681
MEM 218.738281 1595425495.9687
MEM 218.738281 1595425496.0693
MEM 218.738281 1595425496.1699
MEM 218.738281 1595425496.2705
MEM 218.738281 1595425496.3711
MEM 218.738281 1595425496.4717
MEM 218.738281 1595425496.5723
MEM 218.738281 1595425496.6730
MEM 218.738281 1595425496.7740
MEM 218.738281 1595425496.8746
MEM 218.738281 1595425496.9753
MEM 223.503906 1595425497.0759
MEM 223.503906 1595425497.1765
MEM 223.503906 1595425497.2772
MEM 223.503906 1595425497.3777
MEM 223.503906 1595425497.4784
MEM 223.503906 1595425497.5791
MEM 223.503906 1595425497.6794
MEM 223.503906 1595425497.7797
MEM 223.503906 1595425497.8803
MEM 223.503906 1595425497.9809
MEM 223.503906 1595425498.0820
MEM 223.503906 1595425498.1825
MEM 228.335938 1595425498.2833
MEM 228.335938 1595425498.3839
MEM 228.335938 1595425498.4845
MEM 228.335938 1595425498.5851
MEM 228.335938 1595425498.6857
MEM 228.335938 1595425498.7860
MEM 228.335938 1595425498.8864
MEM 228.335938 1595425498.9870
MEM 228.335938 1595425499.0881
MEM 228.335938 1595425499.1904
MEM 228.335938 1595425499.2908
MEM 228.335938 1595425499.3914
MEM 233.167969 1595425499.4921
MEM 233.167969 1595425499.5927
MEM 233.167969 1595425499.6933
MEM 233.167969 1595425499.7939
MEM 233.167969 1595425499.8945
MEM 233.167969 1595425499.9951
MEM 233.167969 1595425500.0957
MEM 233.167969 1595425500.1968
MEM 233.167969 1595425500.2975
MEM 233.167969 1595425500.3981
MEM 238.191406 1595425500.4985
MEM 238.191406 1595425500.5988
MEM 238.191406 1595425500.6994
MEM 238.191406 1595425500.8001
MEM 238.191406 1595425500.9007
MEM 238.191406 1595425501.0013
MEM 238.191406 1595425501.1019
MEM 238.191406 1595425501.2025
MEM 238.191406 1595425501.3031
MEM 238.191406 1595425501.4037
MEM 238.191406 1595425501.5043
MEM 238.191406 1595425501.6049
MEM 242.765625 1595425501.7055
MEM 242.765625 1595425501.8061
MEM 242.765625 1595425501.9068
MEM 242.765625 1595425502.0074
MEM 242.765625 1595425502.1080
MEM 242.765625 1595425502.2091
MEM 242.765625 1595425502.3097
MEM 242.765625 1595425502.4103
MEM 242.765625 1595425502.5106
MEM 242.765625 1595425502.6111
MEM 242.765625 1595425502.7117
MEM 242.765625 1595425502.8123
MEM 247.531250 1595425502.9129
MEM 247.531250 1595425503.0140
MEM 247.531250 1595425503.1144
MEM 247.531250 1595425503.2147
MEM 247.531250 1595425503.3153
MEM 247.531250 1595425503.4160
MEM 247.531250 1595425503.5166
MEM 247.531250 1595425503.6172
MEM 247.531250 1595425503.7178
MEM 247.531250 1595425503.8185
MEM 252.105469 1595425503.9205
MEM 252.363281 1595425504.0211
MEM 252.363281 1595425504.1217
MEM 252.363281 1595425504.2221
MEM 252.363281 1595425504.3243
MEM 252.363281 1595425504.4250
MEM 252.363281 1595425504.5261
MEM 252.363281 1595425504.6265
MEM 252.363281 1595425504.7269
MEM 252.363281 1595425504.8275
MEM 252.363281 1595425504.9281
MEM 252.363281 1595425505.0287
MEM 257.386719 1595425505.1298
MEM 257.386719 1595425505.2302
MEM 257.386719 1595425505.3306
MEM 257.386719 1595425505.4311
MEM 257.386719 1595425505.5318
MEM 257.386719 1595425505.6323
MEM 257.386719 1595425505.7330
MEM 257.386719 1595425505.8336
MEM 257.386719 1595425505.9342
MEM 257.386719 1595425506.0348
MEM 257.386719 1595425506.1354
MEM 257.386719 1595425506.2360
MEM 262.152344 1595425506.3366
MEM 262.152344 1595425506.4373
MEM 262.152344 1595425506.5379
MEM 262.152344 1595425506.6385
MEM 262.152344 1595425506.7391
MEM 262.152344 1595425506.8397
MEM 262.152344 1595425506.9403
MEM 262.152344 1595425507.0409
MEM 262.152344 1595425507.1420
MEM 262.152344 1595425507.2423
MEM 262.152344 1595425507.3428
MEM 262.152344 1595425507.4434
MEM 266.726562 1595425507.5440
MEM 266.726562 1595425507.6451
MEM 266.726562 1595425507.7457
MEM 266.726562 1595425507.8460
MEM 266.726562 1595425507.9465
MEM 266.726562 1595425508.0470
MEM 266.726562 1595425508.1477
MEM 266.726562 1595425508.2483
MEM 266.726562 1595425508.3494
MEM 266.726562 1595425508.4500
MEM 266.726562 1595425508.5503
MEM 266.726562 1595425508.6508
MEM 266.726562 1595425508.7513
MEM 271.492188 1595425508.8520
MEM 271.492188 1595425508.9526
MEM 271.492188 1595425509.0532
MEM 271.492188 1595425509.1538
MEM 271.492188 1595425509.2544
MEM 271.492188 1595425509.3550
MEM 271.492188 1595425509.4564
MEM 271.492188 1595425509.5572
MEM 271.492188 1595425509.6578
MEM 271.492188 1595425509.7586
MEM 271.492188 1595425509.8591
MEM 276.324219 1595425509.9597
MEM 276.324219 1595425510.0603
MEM 276.324219 1595425510.1614
MEM 276.324219 1595425510.2620
MEM 276.324219 1595425510.3624
MEM 276.324219 1595425510.4628
MEM 276.324219 1595425510.5634
MEM 276.324219 1595425510.6640
MEM 276.324219 1595425510.7646
MEM 276.324219 1595425510.8652
MEM 276.324219 1595425510.9658
MEM 276.324219 1595425511.0664
MEM 281.347656 1595425511.1670
MEM 281.347656 1595425511.2676
MEM 281.347656 1595425511.3683
MEM 281.347656 1595425511.4689
MEM 281.347656 1595425511.5699
MEM 281.347656 1595425511.6706
MEM 281.347656 1595425511.7712
MEM 281.347656 1595425511.8718
MEM 281.347656 1595425511.9726
MEM 281.347656 1595425512.0730
MEM 281.347656 1595425512.1736
MEM 281.347656 1595425512.2742
MEM 286.113281 1595425512.3749
MEM 286.113281 1595425512.4751
MEM 286.113281 1595425512.5756
MEM 286.113281 1595425512.6762
MEM 286.113281 1595425512.7768
MEM 286.113281 1595425512.8779
MEM 286.113281 1595425512.9782
MEM 286.113281 1595425513.0787
MEM 286.113281 1595425513.1793
MEM 286.113281 1595425513.2799
MEM 286.113281 1595425513.3806
MEM 286.113281 1595425513.4811
MEM 290.945312 1595425513.5822
MEM 290.945312 1595425513.6825
MEM 290.945312 1595425513.7830
MEM 290.945312 1595425513.8836
MEM 290.945312 1595425513.9842
MEM 290.945312 1595425514.0853
MEM 290.945312 1595425514.1859
MEM 290.945312 1595425514.2862
MEM 290.945312 1595425514.3866
MEM 290.945312 1595425514.4873
MEM 290.945312 1595425514.5895
MEM 295.710938 1595425514.6899
MEM 295.710938 1595425514.7905
MEM 295.710938 1595425514.8911
MEM 295.710938 1595425514.9915
MEM 295.710938 1595425515.0919
MEM 295.710938 1595425515.1925
MEM 295.710938 1595425515.2931
MEM 295.710938 1595425515.3937
MEM 295.710938 1595425515.4943
MEM 295.710938 1595425515.5949
MEM 295.710938 1595425515.6956
MEM 300.027344 1595425515.7990
MEM 300.542969 1595425515.8997
MEM 300.542969 1595425516.0003
MEM 300.542969 1595425516.1009
MEM 300.542969 1595425516.2020
MEM 300.542969 1595425516.3023
MEM 300.542969 1595425516.4027
MEM 300.542969 1595425516.5038
MEM 300.542969 1595425516.6045
MEM 300.542969 1595425516.7051
MEM 300.542969 1595425516.8062
MEM 305.566406 1595425516.9067
MEM 305.566406 1595425517.0070
MEM 305.566406 1595425517.1076
MEM 305.566406 1595425517.2082
MEM 305.566406 1595425517.3093
MEM 305.566406 1595425517.4099
MEM 305.566406 1595425517.5105
MEM 305.566406 1595425517.6107
MEM 305.566406 1595425517.7112
MEM 305.566406 1595425517.8118
MEM 305.566406 1595425517.9124
MEM 305.566406 1595425518.0131
MEM 305.566406 1595425518.1142
MEM 310.398438 1595425518.2148
MEM 310.398438 1595425518.3154
MEM 310.398438 1595425518.4160
MEM 310.398438 1595425518.5166
MEM 310.398438 1595425518.6172
MEM 310.398438 1595425518.7178
MEM 310.398438 1595425518.8181
MEM 310.398438 1595425518.9186
MEM 310.398438 1595425519.0192
MEM 310.398438 1595425519.1198
MEM 310.398438 1595425519.2203
MEM 310.398438 1595425519.3215
MEM 310.460938 1595425519.4221
MEM 315.292969 1595425519.5224
MEM 315.292969 1595425519.6229
MEM 315.292969 1595425519.7251
MEM 315.292969 1595425519.8255
MEM 315.292969 1595425519.9262
MEM 315.292969 1595425520.0264
MEM 315.292969 1595425520.1269
MEM 315.292969 1595425520.2276
MEM 315.292969 1595425520.3281
MEM 315.292969 1595425520.4287
MEM 315.292969 1595425520.5298
MEM 315.292969 1595425520.6302
MEM 320.058594 1595425520.7306
MEM 320.058594 1595425520.8312
MEM 320.058594 1595425520.9317
MEM 320.058594 1595425521.0324
MEM 320.058594 1595425521.1329
MEM 320.058594 1595425521.2332
MEM 320.058594 1595425521.3338
MEM 320.058594 1595425521.4344
MEM 320.058594 1595425521.5350
MEM 320.058594 1595425521.6356
MEM 320.058594 1595425521.7362
MEM 320.058594 1595425521.8406
MEM 324.890625 1595425521.9410
MEM 324.890625 1595425522.0421
MEM 324.890625 1595425522.1426
MEM 324.890625 1595425522.2430
MEM 324.890625 1595425522.3440
MEM 324.890625 1595425522.4445
MEM 324.890625 1595425522.5452
MEM 324.890625 1595425522.6456
MEM 324.890625 1595425522.7465
MEM 324.890625 1595425522.8472
MEM 329.656250 1595425522.9479
MEM 329.656250 1595425523.0483
MEM 329.656250 1595425523.1487
MEM 329.656250 1595425523.2491
MEM 329.656250 1595425523.3495
MEM 329.656250 1595425523.4499
MEM 329.656250 1595425523.5507
MEM 329.656250 1595425523.6514
MEM 329.656250 1595425523.7521
MEM 329.656250 1595425523.8529
MEM 329.656250 1595425523.9541
MEM 329.656250 1595425524.0547
MEM 334.488281 1595425524.1552
MEM 334.488281 1595425524.2557
MEM 334.488281 1595425524.3565
MEM 334.488281 1595425524.4569
MEM 334.488281 1595425524.5575
MEM 334.488281 1595425524.6579
MEM 334.488281 1595425524.7588
MEM 334.488281 1595425524.8614
MEM 334.488281 1595425524.9618
MEM 334.488281 1595425525.0623
MEM 334.488281 1595425525.1631
MEM 339.320312 1595425525.2640
MEM 339.320312 1595425525.3644
MEM 339.320312 1595425525.4653
MEM 339.320312 1595425525.5657
MEM 339.320312 1595425525.6662
MEM 339.320312 1595425525.7666
MEM 339.320312 1595425525.8669
MEM 339.320312 1595425525.9674
MEM 339.320312 1595425526.0678
MEM 339.320312 1595425526.1682
MEM 339.320312 1595425526.2686
MEM 344.085938 1595425526.3691
MEM 344.085938 1595425526.4700
MEM 344.085938 1595425526.5709
MEM 344.085938 1595425526.6717
MEM 344.085938 1595425526.7726
MEM 344.085938 1595425526.8729
MEM 344.085938 1595425526.9735
MEM 344.085938 1595425527.0741
MEM 344.085938 1595425527.1745
MEM 344.085938 1595425527.2748
MEM 344.085938 1595425527.3755
MEM 344.085938 1595425527.4761
MEM 348.917969 1595425527.5767
MEM 348.917969 1595425527.6778
MEM 348.917969 1595425527.7784
MEM 348.917969 1595425527.8790
MEM 348.917969 1595425527.9796
MEM 348.917969 1595425528.0803
MEM 348.917969 1595425528.1806
MEM 348.917969 1595425528.2818
MEM 348.917969 1595425528.3826
MEM 348.917969 1595425528.4833
MEM 348.917969 1595425528.5837
MEM 348.917969 1595425528.6841
MEM 353.683594 1595425528.7846
MEM 353.683594 1595425528.8853
MEM 353.683594 1595425528.9861
MEM 353.683594 1595425529.0868
MEM 353.683594 1595425529.1872
MEM 353.683594 1595425529.2883
MEM 353.683594 1595425529.3891
MEM 353.683594 1595425529.4898
MEM 353.683594 1595425529.5902
MEM 353.683594 1595425529.6904
MEM 353.683594 1595425529.7911
MEM 358.515625 1595425529.8918
MEM 358.515625 1595425529.9943
MEM 358.515625 1595425530.0945
MEM 358.515625 1595425530.1951
MEM 358.515625 1595425530.2958
MEM 358.515625 1595425530.3964
MEM 358.515625 1595425530.4970
MEM 358.515625 1595425530.5981
MEM 358.515625 1595425530.6985
MEM 358.515625 1595425530.7989
MEM 358.515625 1595425530.8994
MEM 358.515625 1595425531.0000
MEM 358.515625 1595425531.1011
MEM 363.542969 1595425531.2018
MEM 363.542969 1595425531.3025
MEM 363.542969 1595425531.4034
MEM 363.542969 1595425531.5038
MEM 363.542969 1595425531.6044
MEM 363.542969 1595425531.7051
MEM 363.542969 1595425531.8055
MEM 363.542969 1595425531.9062
MEM 363.542969 1595425532.0066
MEM 363.542969 1595425532.1077
MEM 368.371094 1595425532.2083
MEM 368.371094 1595425532.3087
MEM 368.371094 1595425532.4091
MEM 368.371094 1595425532.5100
MEM 368.371094 1595425532.6104
MEM 368.371094 1595425532.7109
MEM 368.371094 1595425532.8118
MEM 368.371094 1595425532.9122
MEM 368.371094 1595425533.0126
MEM 368.371094 1595425533.1129
MEM 368.371094 1595425533.2133
MEM 368.371094 1595425533.3141
MEM 373.203125 1595425533.4153
MEM 373.203125 1595425533.5160
MEM 373.203125 1595425533.6166
MEM 373.203125 1595425533.7173
MEM 373.203125 1595425533.8177
MEM 373.203125 1595425533.9182
MEM 373.203125 1595425534.0186
MEM 373.203125 1595425534.1192
MEM 373.203125 1595425534.2197
MEM 373.203125 1595425534.3201
MEM 373.203125 1595425534.4208
MEM 373.203125 1595425534.5214
MEM 373.203125 1595425534.6221
MEM 377.968750 1595425534.7226
MEM 377.968750 1595425534.8229
MEM 377.968750 1595425534.9235
MEM 380.132812 1595425535.0240
MEM 385.804688 1595425535.1263
MEM 385.804688 1595425535.2273
MEM 385.804688 1595425535.3278
MEM 385.804688 1595425535.4284
MEM 385.804688 1595425535.5295
MEM 385.804688 1595425535.6301
MEM 387.351562 1595425535.7306
MEM 387.351562 1595425535.8309
MEM 389.414062 1595425535.9315
MEM 389.414062 1595425536.0321
MEM 389.414062 1595425536.1332
MEM 389.414062 1595425536.2338
MEM 389.414062 1595425536.3343
MEM 389.414062 1595425536.4347
MEM 390.445312 1595425536.5352
MEM 390.445312 1595425536.6358
MEM 392.507812 1595425536.7364
MEM 392.507812 1595425536.8370
MEM 392.507812 1595425536.9376
MEM 392.507812 1595425537.0382
MEM 392.507812 1595425537.1389
MEM 392.507812 1595425537.2394
MEM 392.507812 1595425537.3401
MEM 393.539062 1595425537.4407
MEM 393.539062 1595425537.5413
MEM 395.601562 1595425537.6419
MEM 395.601562 1595425537.7425
MEM 395.601562 1595425537.8431
MEM 395.601562 1595425537.9437
MEM 395.601562 1595425538.0446
MEM 395.601562 1595425538.1450
MEM 396.632812 1595425538.2461
MEM 396.632812 1595425538.3464
MEM 398.695312 1595425538.4468
MEM 398.695312 1595425538.5474
MEM 398.695312 1595425538.6480
MEM 398.695312 1595425538.7491
MEM 398.695312 1595425538.8498
MEM 399.726562 1595425538.9501
MEM 399.726562 1595425539.0505
MEM 399.726562 1595425539.1511
MEM 401.789062 1595425539.2517
MEM 401.789062 1595425539.3523
MEM 401.789062 1595425539.4529
MEM 401.789062 1595425539.5540
MEM 401.789062 1595425539.6543
MEM 402.820312 1595425539.7548
MEM 402.820312 1595425539.8554
MEM 402.820312 1595425539.9560
MEM 404.625000 1595425540.0566
MEM 404.625000 1595425540.1573
MEM 404.625000 1595425540.2585
MEM 404.625000 1595425540.3588
MEM 404.625000 1595425540.4592
MEM 404.625000 1595425540.5597
MEM 405.656250 1595425540.6603
MEM 405.656250 1595425540.7614
MEM 407.718750 1595425540.8618
MEM 407.718750 1595425540.9622
MEM 407.718750 1595425541.0627
MEM 407.718750 1595425541.1633
MEM 407.718750 1595425541.2639
MEM 408.750000 1595425541.3646
MEM 408.750000 1595425541.4652
MEM 408.750000 1595425541.5658
MEM 410.812500 1595425541.6664
MEM 410.812500 1595425541.7670
MEM 410.812500 1595425541.8676
MEM 410.812500 1595425541.9698
MEM 410.812500 1595425542.0703
MEM 411.843750 1595425542.1707
MEM 411.843750 1595425542.2711
MEM 411.843750 1595425542.3721
MEM 413.906250 1595425542.4726
MEM 413.906250 1595425542.5729
MEM 413.906250 1595425542.6735
MEM 413.906250 1595425542.7741
MEM 413.906250 1595425542.8747
MEM 413.906250 1595425542.9754
MEM 414.937500 1595425543.0760
MEM 414.937500 1595425543.1766
MEM 417.000000 1595425543.2772
MEM 417.000000 1595425543.3778
MEM 417.000000 1595425543.4784
MEM 417.000000 1595425543.5790
MEM 417.000000 1595425543.6797
MEM 417.000000 1595425543.7802
MEM 418.031250 1595425543.8809
MEM 418.031250 1595425543.9815
MEM 420.093750 1595425544.0845
MEM 420.093750 1595425544.1851
MEM 420.093750 1595425544.2858
MEM 420.093750 1595425544.3864
MEM 420.093750 1595425544.4867
MEM 421.125000 1595425544.5871
MEM 421.125000 1595425544.6877
MEM 421.125000 1595425544.7884
MEM 423.187500 1595425544.8890
MEM 423.187500 1595425544.9895
MEM 423.187500 1595425545.0901
MEM 423.187500 1595425545.1907
MEM 423.187500 1595425545.2914
MEM 423.187500 1595425545.3926
MEM 424.218750 1595425545.4931
MEM 424.218750 1595425545.5937
MEM 426.023438 1595425545.6950
MEM 426.023438 1595425545.7954
MEM 426.023438 1595425545.8960
MEM 426.023438 1595425545.9967
MEM 426.023438 1595425546.0977
MEM 426.023438 1595425546.1982
MEM 427.312500 1595425546.2990
MEM 427.312500 1595425546.3996
MEM 427.312500 1595425546.5000
MEM 429.117188 1595425546.6008
MEM 429.117188 1595425546.7083
MEM 429.117188 1595425546.8087
MEM 429.117188 1595425546.9091
MEM 429.117188 1595425547.0096
MEM 430.148438 1595425547.1107
MEM 430.148438 1595425547.2112
MEM 430.148438 1595425547.3116
MEM 432.210938 1595425547.4120
MEM 432.210938 1595425547.5126
MEM 432.210938 1595425547.6133
MEM 432.210938 1595425547.7139
MEM 432.210938 1595425547.8145
MEM 433.242188 1595425547.9151
MEM 433.242188 1595425548.0157
MEM 433.242188 1595425548.1163
MEM 435.046875 1595425548.2170
MEM 435.046875 1595425548.3180
MEM 435.046875 1595425548.4185
MEM 435.046875 1595425548.5189
MEM 435.046875 1595425548.6194
MEM 436.078125 1595425548.7201
MEM 436.078125 1595425548.8206
MEM 436.078125 1595425548.9212
MEM 438.140625 1595425549.0223
MEM 438.140625 1595425549.1228
MEM 438.140625 1595425549.2232
MEM 438.140625 1595425549.3237
MEM 438.140625 1595425549.4243
MEM 438.140625 1595425549.5249
MEM 439.171875 1595425549.6260
MEM 439.171875 1595425549.7266
MEM 440.976562 1595425549.8272
MEM 440.976562 1595425549.9278
MEM 440.976562 1595425550.0284
MEM 440.976562 1595425550.1290
MEM 440.976562 1595425550.2297
MEM 440.976562 1595425550.3302
MEM 442.007812 1595425550.4309
MEM 442.007812 1595425550.5390
MEM 444.070312 1595425550.6394
MEM 444.070312 1595425550.7401
MEM 444.070312 1595425550.8407
MEM 444.070312 1595425550.9418
MEM 444.070312 1595425551.0421
MEM 444.070312 1595425551.1425
MEM 445.101562 1595425551.2431
MEM 445.101562 1595425551.3437
MEM 447.164062 1595425551.4443
MEM 447.164062 1595425551.5455
MEM 447.164062 1595425551.6461
MEM 447.164062 1595425551.7464
MEM 447.164062 1595425551.8468
MEM 448.195312 1595425551.9474
MEM 448.195312 1595425552.0480
MEM 448.195312 1595425552.1486
MEM 450.257812 1595425552.2492
MEM 450.257812 1595425552.3498
MEM 450.257812 1595425552.4505
MEM 450.257812 1595425552.5511
MEM 450.257812 1595425552.6517
MEM 450.257812 1595425552.7523
MEM 451.289062 1595425552.8534
MEM 453.093750 1595425552.9540
MEM 453.093750 1595425553.0545
MEM 453.093750 1595425553.1549
MEM 453.093750 1595425553.2554
MEM 453.093750 1595425553.3560
MEM 454.382812 1595425553.4566
MEM 454.382812 1595425553.5572
MEM 454.382812 1595425553.6578
MEM 456.187500 1595425553.7585
MEM 456.187500 1595425553.8591
MEM 456.187500 1595425553.9597
MEM 456.187500 1595425554.0603
MEM 456.187500 1595425554.1609
MEM 457.218750 1595425554.2620
MEM 457.218750 1595425554.3625
MEM 457.734375 1595425554.4627
MEM 459.281250 1595425554.5633
MEM 459.281250 1595425554.6640
MEM 459.281250 1595425554.7645
MEM 459.281250 1595425554.8657
MEM 460.312500 1595425554.9659
MEM 460.312500 1595425555.0664
MEM 460.312500 1595425555.1670
MEM 462.117188 1595425555.2676
MEM 462.117188 1595425555.3682
MEM 462.117188 1595425555.4694
MEM 462.117188 1595425555.5699
MEM 462.117188 1595425555.6720
MEM 463.148438 1595425555.7726
MEM 463.148438 1595425555.8732
MEM 465.210938 1595425555.9738
